strategy,day,date,initial_cost,increase_cost,refund,penalty,adjustment_net,emergency_cost,total_cost,initial_kwh,effective_kwh,increase_kwh,cancel_kwh,emergency_kwh,charge_kwh,discharge_kwh,spill_kwh,E_start,E_end
A43_000,38,2025-02-08,15578.401434690692,0.0,0.0,0.0,0.0,2.1044675113657266e-11,15578.401434690713,36917.16761098404,36917.16761098404,0.0,0.0,5.1447734961129754e-12,18572.73067721955,15226.249674946714,1993.523892044534,2129.2138883434786,1926.6163034558297
A43_001,38,2025-02-08,15769.839829757992,0.0,288.37124719079554,144.18562359539777,-144.18562359539777,310.78885177497136,15936.443057937566,37448.64566502985,36989.88114883243,0.0,458.76451619742215,62.62116699072669,18829.881755749815,15336.240440332136,1981.698283738802,1650.8836397022476,1557.510063952479
A43_010,38,2025-02-08,15769.343891931128,0.0,432.4094884194677,216.20474420973386,-216.20474420973386,1195.4188947504242,16748.558042471817,37447.268824866434,36808.514932314065,0.0,638.7538925523638,240.86618874681199,18819.324101908212,15328.803981252808,1981.698283738802,1652.1227958493253,1557.510063952479
A43_011,38,2025-02-08,15769.343891931128,0.0,432.40948841946783,216.20474420973392,-216.20474420973392,1195.4188947504242,16748.558042471817,37447.268824866434,36808.514932314065,0.0,638.7538925523637,240.86618874681199,18819.324101908212,15328.803981252808,1981.698283738802,1652.1227958493253,1557.510063952479
A43_100,38,2025-02-08,15782.68004545378,0.0,316.97969117130526,158.48984558565263,-158.48984558565263,2.4244764196268422e-11,15624.190199868151,37484.293126706114,37022.57543350144,0.0,461.7176932046683,5.712874617813668e-12,18944.932706090847,15493.043881300608,1993.5238920445358,1618.8009241936118,1454.7471582302505
A43_101,38,2025-02-08,15782.68004545378,0.0,314.80228007321955,157.40114003660977,-157.40114003660977,310.78885177497136,15936.06775719214,37484.293126706114,36994.59703311557,0.0,489.69609359054556,62.62116699072669,18859.918010932186,15361.56081123137,1981.698283738802,1618.8009241936124,1524.3262326643853
A43_110,38,2025-02-08,15782.68004545378,251.88389284401492,432.4094884194677,216.20474420973386,35.67914863428106,464.3022703770269,16282.661464465089,37484.293126706114,36992.85267851671,147.31344436296456,638.7538925523638,93.55274438384653,18856.348403747892,15328.803981252808,1981.698283738802,1618.8009241936124,1557.510063952479
A43_111,38,2025-02-08,15782.68004545378,251.88389284401492,432.40948841946783,216.20474420973392,35.679148634281006,464.3022703770269,16282.661464465089,37484.293126706114,36992.85267851671,147.31344436296456,638.7538925523637,93.55274438384653,18856.348403747892,15328.803981252808,1981.698283738802,1618.8009241936124,1557.510063952479
A43_update_only,38,2025-02-08,15578.401434690692,0.0,0.0,0.0,0.0,2.1044675113657266e-11,15578.401434690713,36917.16761098404,36917.16761098404,0.0,0.0,5.1447734961129754e-12,18572.73067721955,15226.249674946714,1993.523892044534,2129.2138883434786,1926.6163034558297
A43_adjust_only,38,2025-02-08,15782.68004545378,496.0859293568995,625.5235472417237,312.76177362086185,183.32415573603765,765.7981450028539,16731.80234619267,37484.293126706114,36905.604810653844,333.1895556161592,911.8778716684295,172.6470274622347,18834.069282802637,15310.757893287151,1977.7777319339145,1618.8009241936124,1557.510063952479
A42,39,2025-02-09,59294.616172358554,0.0,0.0,0.0,0.0,1166.3819541978742,60460.99812655643,84712.14708988175,84712.14708988175,0.0,0.0,184.8625095832757,23560.926539900207,19570.766930172904,1351.434023071051,1886.2344570622315,1345.7717538914126
B42,39,2025-02-09,59294.616172358554,0.0,0.0,0.0,0.0,1185.7309733483921,60480.347145706946,84712.14708988175,84712.14708988175,0.0,0.0,184.86250958327585,23560.926539900207,19570.766930172904,1351.434023071051,1886.2344570622315,1345.7717538914126
B43,39,2025-02-09,62953.48479044115,213.35617486005825,3482.285434595311,1741.1427172976555,-1527.7865424375973,1012.8233419645446,62438.5215899681,88674.43463806284,85097.61028356806,110.90691768577267,3687.73127218057,196.84042025142574,23395.876523973184,19231.68318387368,1574.8413970533002,1557.510063952479,1245.2620645575905
A43_000,39,2025-02-09,62774.760968466966,0.0,0.0,0.0,0.0,3.4811350468899607e-11,62774.760968467,88264.31659417023,88264.31659417023,0.0,0.0,6.257661055997232e-12,21494.288102438397,17819.30790997255,5033.9204350377295,1926.6163034558297,1472.2445845697691
A43_001,39,2025-02-09,62953.48479044115,0.0,2442.2483280660363,1221.1241640330181,-1221.1241640330181,1480.6404434667795,63213.00106987491,88674.43463806284,86133.53634543165,0.0,2540.8982926311996,268.94668044967403,23123.836200658283,19011.33052198861,2734.5613805449766,1557.510063952479,1245.2620645575905
A43_010,39,2025-02-09,62953.48479044115,0.0,2748.1638114084153,1374.0819057042077,-1374.0819057042077,1616.4237360589386,63195.82662079589,88674.43463806284,85322.09948229857,0.0,3352.3351557642754,287.27744528113925,22080.56587418898,18166.281557548467,2139.6766442725334,1557.510063952479,1245.2620645575905
A43_011,39,2025-02-09,62953.48479044115,9.907448441660772,3482.285434595311,1741.1427172976555,-1731.235268855995,1693.370440731114,62915.619962316276,88674.43463806284,84992.2155487177,5.512182835410044,3687.73127218057,302.2351551017883,23395.876523973184,19231.68318387368,1574.8413970533002,1557.510063952479,1245.2620645575905
A43_100,39,2025-02-09,63004.37526497493,0.0,381.3845914229289,190.69229571146445,-190.69229571146445,929.1690167527713,63742.851986016234,88788.61564442088,88378.91191721114,0.0,409.70372720974296,180.8330866862184,21889.185192096567,17918.77658990361,5033.9204350377295,1454.7471582302505,1245.2620645575905
A43_101,39,2025-02-09,62969.91816111349,139.19031937369115,2442.2483280660363,1221.1241640330181,-1081.933844659327,1012.8233419645397,62900.80765841871,88711.30556171629,86242.51352928334,72.10626019824963,2540.8982926311996,196.84042025142475,23160.707124311724,19011.33052198861,2734.5613805449766,1524.3262326643853,1245.2620645575905
A43_110,39,2025-02-09,62953.48479044115,205.47486761370206,2748.1638114084153,1374.0819057042077,-1168.6070380905057,929.1690167527812,62714.04676910343,88674.43463806284,85428.54384089349,106.4443585949191,3352.3351557642754,180.83308668622027,22080.56587418898,18166.281557548467,2139.6766442725334,1557.510063952479,1245.2620645575905
A43_111,39,2025-02-09,62953.48479044115,213.35617486005825,3482.285434595311,1741.1427172976555,-1527.7865424375973,1012.8233419645446,62438.5215899681,88674.43463806284,85097.61028356806,110.90691768577267,3687.73127218057,196.84042025142574,23395.876523973184,19231.68318387368,1574.8413970533002,1557.510063952479,1245.2620645575905
A43_update_only,39,2025-02-09,62774.760968466966,0.0,0.0,0.0,0.0,3.4811350468899607e-11,62774.760968467,88264.31659417023,88264.31659417023,0.0,0.0,6.257661055997232e-12,21494.288102438397,17819.30790997255,5033.9204350377295,1926.6163034558297,1472.2445845697691
A43_adjust_only,39,2025-02-09,62953.48479044115,0.0,2297.592341265781,1148.7961706328906,-1148.7961706328906,929.1690167527719,62733.857636561035,88674.43463806284,85684.36228348134,0.0,2990.0723545814935,180.83308668621848,21775.004185738533,17918.77658990361,2453.551807665979,1557.510063952479,1245.2620645575905
A42,40,2025-02-10,59496.379099044134,0.0,0.0,0.0,0.0,1.466989596465851e-11,59496.37909904415,87264.12686480762,87264.12686480762,0.0,0.0,3.148592497836944e-12,20256.280483636663,16284.963768102476,8966.172565940096,1345.7717538914126,1482.0200023838822
B42,40,2025-02-10,59496.379099044134,0.0,0.0,0.0,0.0,1.466989596465851e-11,59496.37909904415,87264.12686480762,87264.12686480762,0.0,0.0,3.148592497836944e-12,20256.280483636663,16284.963768102476,8966.172565940096,1345.7717538914126,1482.0200023838822
B43,40,2025-02-10,58757.99200518277,3387.242269591653,7915.321846423293,3957.6609232116466,-570.4186536199936,422.45854308932917,58610.03189465211,85776.87840787054,79076.29716055698,2778.683009035378,9479.26425634895,114.30759547252066,22648.425664426104,18385.960646286978,601.5021545570175,1245.2620645575905,1200.0
A43_000,40,2025-02-10,58653.933129897196,0.0,0.0,0.0,0.0,1.934555005078664e-11,58653.93312989722,85524.675607857,85524.675607857,0.0,0.0,4.349853810481363e-12,20181.67457229633,16265.158230657395,7281.521682884739,1472.2445845697691,1563.3536655727007
A43_001,40,2025-02-10,58757.99200518277,0.0,6438.011056553347,3219.0055282766734,-3219.0055282766734,5041.345709634526,60580.33218654062,85776.87840787054,78020.95725781991,0.0,7755.921150050622,856.6669863276401,21785.34451370215,17629.935875844974,395.5780229570345,1245.2620645575905,1263.2544870617853
A43_010,40,2025-02-10,58757.99200518277,0.0,4308.693631624898,2154.346815812449,-2154.346815812449,656.1463249304326,57259.79151430076,85776.87840787054,80072.92591975088,0.0,5703.952488119654,162.14336143059973,20419.86970671485,16580.83032054086,2069.39231167416,1245.2620645575905,1200.0
A43_011,40,2025-02-10,58757.99200518277,2067.5034543188644,6557.813987221945,3278.9069936109727,-1211.4035392921078,58.53298995853495,57605.1214558492,85776.87840787054,79612.67888854815,1789.532114870929,7953.731634193309,12.194372908028122,22589.08117629799,18299.191508834774,1008.3460106596294,1245.2620645575905,1243.0001134093668
A43_100,40,2025-02-10,58757.99200518277,0.0,379.4971613187616,189.7485806593808,-189.7485806593808,117.8483938224265,58686.09181834582,85776.87840787054,85367.36095487492,0.0,409.51745299561844,51.638912669027945,20271.455049619544,16460.614448293665,7281.521682884737,1245.2620645575905,1200.0
A43_101,40,2025-02-10,58757.99200518277,1389.3687724808865,6557.813987221945,3278.9069936109727,-1889.5382211300866,1150.3189727631484,58018.77275681583,85776.87840787054,78528.05228990293,704.9055162257162,7953.731634193309,274.3382192590762,21689.004005123577,17608.829102251933,395.5780229570345,1245.2620645575905,1200.0
A43_110,40,2025-02-10,58757.99200518277,213.32572257114563,4308.693631624898,2154.346815812449,-1941.0210932413038,124.84836950184344,56941.81928144331,85776.87840787054,80182.25470035283,109.32878060194662,5703.952488119654,54.79845935348528,20430.31117263502,16589.287907936203,2069.39231167416,1245.2620645575905,1200.0
A43_111,40,2025-02-10,58757.99200518277,2067.5034543188644,6557.813987221945,3278.9069936109727,-1211.4035392921078,58.53298995853495,57605.1214558492,85776.87840787054,79612.67888854815,1789.532114870929,7953.731634193309,12.194372908028122,22589.08117629799,18299.191508834774,1008.3460106596294,1245.2620645575905,1243.0001134093668
A43_update_only,40,2025-02-10,58653.933129897196,0.0,0.0,0.0,0.0,1.934555005078664e-11,58653.93312989722,85524.675607857,85524.675607857,0.0,0.0,4.349853810481363e-12,20181.67457229633,16265.158230657395,7281.521682884739,1472.2445845697691,1563.3536655727007
A43_adjust_only,40,2025-02-10,58757.99200518277,0.0,2253.14097974788,1126.57048987394,-1126.57048987394,120.45308663007134,57751.87460193891,85776.87840787054,82551.07836344614,0.0,3225.800044424389,52.81458082865191,20350.09886731043,16524.31594062328,4451.4724342543195,1245.2620645575905,1200.0
A42,41,2025-02-11,60149.9549389417,0.0,0.0,0.0,0.0,48.186289749922885,60198.141228691624,87162.91335085979,87162.91335085979,0.0,0.0,9.014365307253243,21331.855721208543,17179.96393936714,7799.4388009922895,1482.0200023838822,1591.8413299525287
B42,41,2025-02-11,60149.9549389417,0.0,0.0,0.0,0.0,48.186289749922885,60198.141228691624,87162.91335085979,87162.91335085979,0.0,0.0,9.014365307253243,21331.855721208543,17179.96393936714,7799.4388009922895,1482.0200023838822,1591.8413299525287
B43,41,2025-02-11,60180.09169680427,226.54451973344123,5705.272879422098,2852.636439711049,-2626.091919977608,1147.1119887745208,58701.11176560119,86575.11166739017,80341.89811423662,115.29886518525234,6348.5124183387925,206.6169926693663,22771.67042593534,18274.92903608329,831.1765837206121,1200.0,1389.0266765825936
A43_000,41,2025-02-11,59999.34343449661,0.0,0.0,0.0,0.0,19.0392681544781,60018.382702651084,86171.38537230939,86171.38537230939,0.0,0.0,3.5617375651444596,21633.37082685349,17525.267157357845,6846.246307045553,1563.3536655727007,1560.8683460099019
A43_001,41,2025-02-11,60148.62610362921,0.0,4305.354824138133,2152.6774120690666,-2152.6774120690666,274.88444520403374,58270.83313676418,86504.8289039882,81682.65264644638,0.0,4822.176257541813,53.05984758283335,22874.141607914986,18260.202229357834,1901.1759821387168,1263.2544870617853,1560.8683460099019
A43_010,41,2025-02-11,60180.09169680427,0.0,5610.031279895235,2805.0156399476173,-2805.0156399476173,1665.4900553212735,59040.56611217793,86575.11166739017,80217.0987815138,0.0,6358.012885876356,272.4177478369311,22342.4381700679,17927.250908830665,853.7321347801691,1200.0,1389.0266765825936
A43_011,41,2025-02-11,60158.7015292783,0.0,5705.272879422098,2852.636439711049,-2852.636439711049,1921.3352323708223,59227.40032193808,86527.33376360199,80178.82134526319,0.0,6348.512418338793,321.91585785461865,22723.89252214715,18274.92903608329,831.1765837206121,1243.0001134093668,1389.0266765825936
A43_100,41,2025-02-11,60180.09169680427,0.0,302.06759087068383,151.03379543534191,-151.03379543534191,886.9683206422496,60916.02622201118,86575.11166739017,86233.96153872376,0.0,341.15012866640507,156.477556119381,21860.377081789047,17536.781427324793,6846.2463070455515,1200.0,1389.0266765825936
A43_101,41,2025-02-11,60180.09169680427,0.0,4607.422415008818,2303.711207504409,-2303.711207504409,1142.8134976918052,59019.19398699167,86575.11166739017,81411.78528118195,0.0,5163.326386208219,205.97566613706988,22767.70433117175,18271.71649932478,1901.1759821387168,1200.0,1389.0266765825936
A43_110,41,2025-02-11,60180.09169680427,226.54451973344123,5610.031279895235,2805.0156399476173,-2578.471120214176,891.2668117249721,58492.887388315066,86575.11166739017,80332.39764669907,115.29886518525234,6358.012885876356,157.11888265167877,22342.4381700679,17927.250908830665,853.7321347801691,1200.0,1389.0266765825936
A43_111,41,2025-02-11,60158.7015292783,226.54451973344123,5705.272879422098,2852.636439711049,-2626.091919977608,1147.1119887745208,58679.72159807522,86527.33376360199,80294.12021044845,115.29886518525234,6348.5124183387925,206.6169926693663,22723.89252214715,18274.92903608329,831.1765837206121,1243.0001134093668,1389.0266765825936
A43_update_only,41,2025-02-11,59999.34343449661,0.0,0.0,0.0,0.0,19.0392681544781,60018.382702651084,86171.38537230939,86171.38537230939,0.0,0.0,3.5617375651444596,21633.37082685349,17525.267157357845,6846.246307045553,1563.3536655727007,1560.8683460099019
A43_adjust_only,41,2025-02-11,60180.09169680427,0.0,341.945133025704,170.972566512852,-170.972566512852,891.2668117249623,60900.38594201638,86575.11166739017,86187.21548003245,0.0,387.89618735772,157.1188826516768,21863.75248459061,17539.515503594055,6799.500248354237,1200.0,1389.0266765825936
A42,42,2025-02-12,56595.200211153795,0.0,0.0,0.0,0.0,307.9209838106542,56903.12119496445,83275.42652649175,83275.42652649175,0.0,0.0,53.65244081943249,21810.298021300714,17810.248558412488,4062.2933710896027,1591.8413299525287,1431.9444842204045
B42,42,2025-02-12,56595.200211153795,0.0,0.0,0.0,0.0,307.9209838106542,56903.12119496445,83275.42652649175,83275.42652649175,0.0,0.0,53.65244081943249,21810.298021300714,17810.248558412488,4062.2933710896027,1591.8413299525287,1431.9444842204045
B43,42,2025-02-12,59884.83471366619,548.4963391693142,5823.898833247766,2911.949416623883,-2363.4530774545683,753.7594470977111,58275.14108330933,86721.73800226307,80283.09669512874,274.75683692666087,6713.398144060984,144.21441557794563,22833.20544858936,18571.49846979801,898.8679985820035,1389.0266765825936,1303.9132805374481
A43_000,42,2025-02-12,59802.82805031171,0.0,0.0,0.0,0.0,2.3600889687003242e-11,59802.828050311735,86530.8028140105,86530.8028140105,0.0,0.0,5.047517959155812e-12,20686.92105246369,16708.788169224747,7285.933797438226,1560.8683460099019,1613.7771051997286
A43_001,42,2025-02-12,59802.82805031171,0.0,4996.793208731475,2498.3966043657374,-2498.3966043657374,203.34033258027364,57507.77177852624,86530.8028140105,80702.15550724365,0.0,5828.647306766858,39.274598558330204,22912.632738347384,18545.56779319658,1107.6290273178365,1560.8683460099019,1576.0513736374567
A43_010,42,2025-02-12,59884.83471366619,0.0,4760.616799643429,2380.3083998217144,-2380.3083998217144,2460.6314955891526,59965.15780943362,86721.73800226307,80670.695514013,0.0,6051.042488250065,413.6126148082228,21180.399163787926,17232.725379108848,1869.8982108088117,1389.0266765825936,1303.9132805374481
A43_011,42,2025-02-12,59884.83471366619,0.0,5823.898833247766,2911.949416623883,-2911.949416623883,2452.6397743478365,59425.52507139014,86721.73800226307,80008.33985820209,0.0,6713.398144060984,418.38683726311643,22830.129578897308,18569.007015347448,898.8679985820035,1389.0266765825936,1303.9132805374481
A43_100,42,2025-02-12,59884.83471366619,0.0,301.9384270886086,150.9692135443043,-150.9692135443043,150.22335220814261,59884.08885233003,86721.73800226307,86386.8173318171,0.0,334.9206704459715,30.98034158363843,20745.9463108937,16880.818568264527,7285.933797438226,1389.0266765825936,1303.9132805374481
